,characterName,characterLink,actorName,actorLink,houseName,royal,parents,siblings,killedBy,characterImageThumb,characterImageFull,nickname,killed,servedBy,parentOf,marriedEngaged,serves,kingsguard,guardedBy,actors,guardianOf,allies,abductedBy,abducted,sibling,gender,type,hasChildren,hasSiblings,hasAllies,hasKilled
96,Leaf,/character/ch0467999/,,,,,,,['Wights'],https://images-na.ssl-images-amazon.com/images/M/MV5BYTJjNGJhYmYtNGViMy00NTg3LWI0M2YtNmM3OGI3NzA3MGVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTJjNGJhYmYtNGViMy00NTg3LWI0M2YtNmM3OGI3NzA3MGVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,"[{'actorName': 'Kae Alexander', 'actorLink': '/name/nm5221696/', 'seasonsActive': [6]}, {'actorName': 'Octavia Selena Alexandru', 'actorLink': '/name/nm3238466/', 'seasonsActive': [4]}]",,,,,,female,,,,,
97,Lem Lemoncloak,/character/ch0542106/,Jóhannes Haukur Jóhannesson,/name/nm1778512/,,,,,['Sandor Clegane'],https://images-na.ssl-images-amazon.com/images/M/MV5BZWYxOGUwODAtZmY0MS00OTFkLWI0YTUtZTkxNjI1ZjE1YmJhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZWYxOGUwODAtZmY0MS00OTFkLWI0YTUtZTkxNjI1ZjE1YmJhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Brother Ray'],,,,,,,,,,,,,male,,,,,1.0
98,Loboda,/character/ch0511931/,Zachary Baharov,/name/nm1707712/,,,,,['White Walker'],https://images-na.ssl-images-amazon.com/images/M/MV5BMDU5NzIxYzQtNDExMi00YTljLThiNjItMWIxNDEwZTJhNjZkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDU5NzIxYzQtNDExMi00YTljLThiNjItMWIxNDEwZTJhNjZkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
99,Locke,/character/ch0045904/,Noah Taylor,/name/nm0852965/,,,,,['Hodor'],https://images-na.ssl-images-amazon.com/images/M/MV5BOTg1MDM2ODE0MF5BMl5BanBnXkFtZTcwNzM4MzA0OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTg1MDM2ODE0MF5BMl5BanBnXkFtZTcwNzM4MzA0OQ@@._V1_SY1000_CR0,0,665,1000_AL_.jpg",,,,,,,,,,,,,,,male,,,,,
100,Lollys Stokeworth,/character/ch0511247/,Elizabeth Cadwallader,/name/nm5502252/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BODQ5MTY2MjAtZmM4NC00OGZmLWIyYjEtYTNlOGQxMzg2NzgxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODQ5MTY2MjAtZmM4NC00OGZmLWIyYjEtYTNlOGQxMzg2NzgxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,['Bronn'],,,,,,,,,,female,,,,,
101,Lommy Greenhands,/character/ch0257030/,Eros Vlahos,/name/nm2869309/,,,,,['Polliver'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MWUxMzYtMTAxNy00M2MzLTk5N2QtOTY1ZTE1ZGE2OTU4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MWUxMzYtMTAxNy00M2MzLTk5N2QtOTY1ZTE1ZGE2OTU4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
102,Loras Tyrell,/character/ch0231428/,Finn Jones,/name/nm3645691/,Tyrell,,['Mace Tyrell'],['Margaery Tyrell'],['Cersei Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BNzcwNDAxZGMtODU1Mi00YzA2LWJhMzYtN2FjZjg2YWZlMTQ4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzcwNDAxZGMtODU1Mi00YzA2LWJhMzYtN2FjZjg2YWZlMTQ4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
103,Lord Varys,/character/ch0249636/,Conleth Hill,/name/nm0384152/,,,,,['Daenerys Targaryen'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNDk2MjczM15BMl5BanBnXkFtZTcwODk0ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNDk2MjczM15BMl5BanBnXkFtZTcwODk0ODg4OQ@@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
104,Lothar Frey,/character/ch0384471/,,,Frey,,['Walder Frey'],,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BMDc0NDA3YmYtZTNjYi00ZDExLWE2NTUtNzk5NjI3MGI3NzM0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDc0NDA3YmYtZTNjYi00ZDExLWE2NTUtNzk5NjI3MGI3NzM0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Talisa Maegyr'],,,,,,,"[{'actorName': 'Daniel Tuite', 'actorLink': '/name/nm1264590/', 'seasonsActive': [6]}, {'actorName': 'Tom Brooke', 'actorLink': '/name/nm1623508/', 'seasonsActive': [3]}]",,,,,,male,,,,,1.0
105,Lyanna Mormont,/character/ch0541884/,Bella Ramsey,/name/nm8165602/,Mormont,,,,['Wun Wun'],https://images-na.ssl-images-amazon.com/images/M/MV5BOTY3MWNmYjAtZjZhYi00M2IzLWJjNDMtMjUzZmU3NTYyYWUxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY3MWNmYjAtZjZhYi00M2IzLWJjNDMtMjUzZmU3NTYyYWUxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Wun Wun'],,,,,,,,,,,,,female,,,,,1.0
106,Lyanna Stark,/character/ch0543804/,Aisling Franciosi,/name/nm4957233/,Stark,,['Rickard Stark'],"['Brandon Stark', 'Benjen Stark', 'Eddard Stark']",['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTczY2QtNmQxYS00NTAwLWE2ZTAtYzc1MTkyZGU5MzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTczY2QtNmQxYS00NTAwLWE2ZTAtYzc1MTkyZGU5MzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,['Jon Snow'],"['Robert Baratheon', 'Rhaegar Targaryen']",,,,,,,['Rhaegar Targaryen'],,,female,,1.0,1.0,,
107,Lysa Arryn,/character/ch0251736/,Kate Dickie,/name/nm0225483/,"['Arryn', 'Tully']",,['Hoster Tully'],"['Catelyn Tully', 'Edmure Tully']",['Petyr Baelish'],https://images-na.ssl-images-amazon.com/images/M/MV5BMmNlYTYzOTYtOTg1ZC00YzdlLTliNTgtZDhjMTY1MGViZTA5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmNlYTYzOTYtOTg1ZC00YzdlLTliNTgtZDhjMTY1MGViZTA5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Jon Arryn'],,,['Petyr Baelish'],,,,,,,,,,female,,,,,1.0
108,Mace Tyrell,/character/ch0384328/,Roger Ashton-Griffiths,/name/nm0004355/,Tyrell,,,,['Cersei Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BNTcyZWFjZjItYmI4NS00ZDE2LTg4Y2YtYWJkYWI5MWJlNWFjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTcyZWFjZjItYmI4NS00ZDE2LTg4Y2YtYWJkYWI5MWJlNWFjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,"['Margaery Tyrell', 'Loras Tyrell']",,,,,,,,,,,male,,2.0,2.0,,
109,Maester Aemon,/character/ch0246936/,Peter Vaughan,/name/nm0891092/,Targaryen,,,,['Old Age'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NDY4MzI5NV5BMl5BanBnXkFtZTcwMTk0ODg5NA@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NDY4MzI5NV5BMl5BanBnXkFtZTcwMTk0ODg5NA@@._V1_SX1500_CR0,0,1500,999_AL_.jpg",,,,,,,,,,,,,,,male,,,,,
110,Maester Cressen,/character/ch0255280/,Oliver Ford Davies,/name/nm0203882/,,,,,['Maester Cressen'],https://images-na.ssl-images-amazon.com/images/M/MV5BYjFmNDZjM2YtMGRkMy00NWM2LThjNWUtYzFkZGRjMjk0YWZlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYjFmNDZjM2YtMGRkMy00NWM2LThjNWUtYzFkZGRjMjk0YWZlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Maester Cressen'],,,,,,,,,,,,,male,,,,,1.0
111,Maester Luwin,/character/ch0171393/,Donald Sumpter,/name/nm0838910/,,,,,['Osha'],https://images-na.ssl-images-amazon.com/images/M/MV5BYjk0MmZiNmUtMTljMy00MmY1LTg1ODgtY2FkMjczMjI4ZWQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYjk0MmZiNmUtMTljMy00MmY1LTg1ODgtY2FkMjczMjI4ZWQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
112,Mag the Mighty,/character/ch0510933/,Neil Fingleton,/name/nm2807170/,,,,,"['Grenn', 'Donnel Hill', 'Cooper']",https://images-na.ssl-images-amazon.com/images/M/MV5BMDI5NjYzMDMtMmNkOC00MDA4LWI1OTctN2EzYzQ2ZmNiZWYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDI5NjYzMDMtMmNkOC00MDA4LWI1OTctN2EzYzQ2ZmNiZWYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SY1000_SX1000_AL_.jpg,,"['Grenn', 'Donnel Hill', 'Cooper']",,,,,,,,,,,,,male,,,,,3.0
113,Mago,/character/ch0379227/,Ivailo Dimitrov,/name/nm2162079/,,,,,['Khal Drogo'],https://images-na.ssl-images-amazon.com/images/M/MV5BNjdmM2ZlMTQtOGRlMy00NzAyLWE0MWYtM2JiMjNlNjA3MDU2XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjdmM2ZlMTQtOGRlMy00NzAyLWE0MWYtM2JiMjNlNjA3MDU2XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_SY1000_CR0,0,674,1000_AL_.jpg",,,,,,,,,,,,,,,male,,,,,
114,Mance Rayder,/character/ch0335039/,Ciarán Hinds,/name/nm0001354/,,,,,"['Melisandre', 'Jon Snow']",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NzQyNjAwNF5BMl5BanBnXkFtZTcwODcyMTEwOQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NzQyNjAwNF5BMl5BanBnXkFtZTcwODcyMTEwOQ@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",,,,,,,,,,,,,,,male,,,,,
115,Mandon Moore,/character/ch0306220/,James Doran,/name/nm0243696/,,,,,['Podrick Payne'],,,,,,,,,True,,,,,,,,male,,,,,
116,Margaery Tyrell,/character/ch0251974/,Natalie Dormer,/name/nm1754059/,Tyrell,,['Mace Tyrell'],['Loras Tyrell'],['Cersei Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODQ1MDg3NV5BMl5BanBnXkFtZTcwODA4NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODQ1MDg3NV5BMl5BanBnXkFtZTcwODA4NDk4OQ@@._V1_.jpg,,,,,"['Renly Baratheon', 'Joffrey Baratheon', 'Tommen Baratheon']",,,,,,,,,,female,,,,,
117,Martyn Lannister,/character/ch0395355/,Dean-Charles Chapman,/name/nm2835616/,Lannister,,['Kevan Lannister'],"['Lancel Lannister', 'Willem Lannister']",['Rickard Karstark'],,,,,,,,,,,,,,,,,male,,,,,
118,Matthos Seaworth,/character/ch0305029/,Kerr Logan,/name/nm4523680/,,,['Davos Seaworth'],,['Bronn'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTBlYmZlMGEtMzg5Yy00OGFjLWE3Y2MtNjc2NTViN2ExNzM3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTBlYmZlMGEtMzg5Yy00OGFjLWE3Y2MtNjc2NTViN2ExNzM3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
119,Meera Reed,/character/ch0316928/,Ellie Kendrick,/name/nm1697771/,,,['Howland Reed'],,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyOTQwNjI5OF5BMl5BanBnXkFtZTcwOTcyMTEwOQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyOTQwNjI5OF5BMl5BanBnXkFtZTcwOTcyMTEwOQ@@._V1_SY1000_CR0,0,665,1000_AL_.jpg",,"['Jojen Reed', 'White Walker']",,,,,,,,,,,,,female,,,,,2.0
120,Melessa Tarly,/character/ch0541191/,Samantha Spiro,/name/nm0819087/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BN2U0YmU1Y2EtNTNkOS00MzIxLWI3OTgtNjUwNGY4YTNiNWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BN2U0YmU1Y2EtNTNkOS00MzIxLWI3OTgtNjUwNGY4YTNiNWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,"['Dickon Tarly', 'Samwell Tarly', 'Talla Tarly']",['Randyll Tarly'],,,,,,,,,,female,,3.0,3.0,,
121,Melisandre,/character/ch0287523/,Carice van Houten,/name/nm0396924/,,,,,['Old Age'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MjI5NjQ2OV5BMl5BanBnXkFtZTcwODI4NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MjI5NjQ2OV5BMl5BanBnXkFtZTcwODI4NDk4OQ@@._V1_.jpg,,"['Renly Baratheon', 'Axell Florent', 'Mance Rayder', 'Shireen Baratheon']",,,,,,,,,,,,,female,,,,,4.0
122,Merchant Captain,/character/ch0531846/,Gary Pillai,/name/nm0997747/,,,,,['Obara Sand'],,,,,,,,,,,,,,,,,male,,,,,
123,Mero,/character/ch0123670/,Mark Killeen,/name/nm2075330/,,,,,['Daario Naharis'],https://images-na.ssl-images-amazon.com/images/M/MV5BZmUzODdkZTQtOTAxZC00MjI5LWFmZjctZDYyYTVlNzMxMjdiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZmUzODdkZTQtOTAxZC00MjI5LWFmZjctZDYyYTVlNzMxMjdiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
124,Meryn Trant,/character/ch0246933/,Ian Beattie,/name/nm0064155/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BNTVjYTRhZWMtM2QwOC00MmYyLTk3ZjAtYmI1ZTlhNmQ3NzE0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTVjYTRhZWMtM2QwOC00MmYyLTk3ZjAtYmI1ZTlhNmQ3NzE0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Syrio Forel'],,,,,,,,,,,,,male,,,,,1.0
125,Mirri Maz Duur,/character/ch0305011/,Mia Soteriou,/name/nm0815420/,,,,,['Daenerys Targaryen'],https://images-na.ssl-images-amazon.com/images/M/MV5BNDNiMzM4ZTAtZDhkMy00OTI3LTkxNzgtMTVjNmU5YTEyYTVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDNiMzM4ZTAtZDhkMy00OTI3LTkxNzgtMTVjNmU5YTEyYTVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Rhaego'],,,,,,,,,,,,,female,,,,,1.0
126,Missandei,/character/ch0316923/,Nathalie Emmanuel,/name/nm2812026/,,,,,['Gregor Clegane'],https://images-na.ssl-images-amazon.com/images/M/MV5BNTE5OTI0OTA0OV5BMl5BanBnXkFtZTcwODczOTAzOQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTE5OTI0OTA0OV5BMl5BanBnXkFtZTcwODczOTAzOQ@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",,,,,,['Daenerys Targaryen'],,,,,,,,,female,,,,,
127,Mossador,/character/ch0508053/,Reece Noi,/name/nm0634139/,,,,,['Daario Naharis'],https://images-na.ssl-images-amazon.com/images/M/MV5BMGYxZjVkOGEtMWI0NS00ODc3LTlkMzUtMGFkNzJlMDc1MGY4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMGYxZjVkOGEtMWI0NS00ODc3LTlkMzUtMGFkNzJlMDc1MGY4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Son of the Harpy'],,,,,,,,,,,,,male,,,,,1.0
128,Mycah,/character/ch0305045/,Rhodri Hosking,/name/nm4430905/,,,,,['Sandor Clegane'],https://images-na.ssl-images-amazon.com/images/M/MV5BMmE5NjdjMzktZTYwNy00MzdhLWI2MjktNTUwNjA4OTA4MTAxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmE5NjdjMzktZTYwNy00MzdhLWI2MjktNTUwNjA4OTA4MTAxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
129,Myranda,/character/ch0316926/,Charlotte Hope,/name/nm3745225/,,,,,['Theon Greyjoy'],https://images-na.ssl-images-amazon.com/images/M/MV5BYmJjYTdiNjgtM2JmMC00ZmUxLWE1MzMtZWRiMzcwODZmNDE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYmJjYTdiNjgtM2JmMC00ZmUxLWE1MzMtZWRiMzcwODZmNDE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,female,,,,,
130,Myrcella Baratheon,/character/ch0238585/,,,Baratheon,True,"['Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister']","['Joffrey Baratheon', 'Tommen Baratheon']",['Ellaria Sand'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4OTA1MTIxMzdeQTJeQWpwZ15BbWU3MDY2NjQ4NTc@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4OTA1MTIxMzdeQTJeQWpwZ15BbWU3MDY2NjQ4NTc@._V1_SY1000_CR0,0,665,1000_AL_.jpg",,,,,['Trystane Martell'],,,,"[{'actorName': 'Aimee Richardson', 'actorLink': '/name/nm4048461/', 'seasonsActive': [1, 2]}, {'actorName': 'Nell Tiger Free', 'actorLink': '/name/nm4836100/', 'seasonsActive': [5, 6]}]",,,,,,female,,,,,
131,Ned Umber,/title/tt0944947/characters/nm9132255,Harry Grasby,/name/nm9132255/,Umber,,,,['The Night King'],,,,,,,,,,,,,,,,,male,,,,,
132,Nymeria,,,,Stark,,,"['Grey Wind', 'Lady', 'Summer', 'Shaggydog', 'Ghost']",,,,,,,,,,,,,['Arya Stark'],,,,,female,Direwolf,,,,
133,Nymeria Sand,/character/ch0468074/,Jessica Henwick,/name/nm3725055/,Martell,,['Oberyn Martell'],,['Euron Greyjoy'],https://images-na.ssl-images-amazon.com/images/M/MV5BNDZmN2FkMTEtMmMyYy00ZTcwLWE3MGQtNGU1NzY4MjAxNjQ0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDZmN2FkMTEtMmMyYy00ZTcwLWE3MGQtNGU1NzY4MjAxNjQ0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,female,,,,,
134,Obara Sand,/character/ch0468001/,Keisha Castle-Hughes,/name/nm1095720/,Martell,,['Oberyn Martell'],,['Euron Greyjoy'],https://images-na.ssl-images-amazon.com/images/M/MV5BOWU3OTRmYmItZTZiYi00Mjk1LTk2NTItMzBjZmQ3NDZhMDMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOWU3OTRmYmItZTZiYi00Mjk1LTk2NTItMzBjZmQ3NDZhMDMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,"['Merchant Captain', 'Trystane Martell']",,,,,,,,,,,,,female,,,,,2.0
135,Oberyn Martell,/character/ch0392307/,Pedro Pascal,/name/nm0050959/,Martell,,,"['Doran Martell', 'Elia Martell']",['Gregor Clegane'],https://images-na.ssl-images-amazon.com/images/M/MV5BZTJmYjViYjctYTU0My00NTJiLWE2YzUtOWZkNTg4MTZkZmEyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTJmYjViYjctYTU0My00NTJiLWE2YzUtOWZkNTg4MTZkZmEyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,"['Obara Sand', 'Nymeria Sand', 'Tyene Sand']",['Ellaria Sand'],,,,,,,,,,male,,3.0,3.0,,
136,Olenna Tyrell,/character/ch0010188/,Diana Rigg,/name/nm0001671/,Tyrell,,,,['Jaime Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwOTQ3Nl5BMl5BanBnXkFtZTcwMjE2NzE5OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwOTQ3Nl5BMl5BanBnXkFtZTcwMjE2NzE5OQ@@._V1_SY1000_CR0,0,662,1000_AL_.jpg",,['Joffrey Baratheon'],,['Mace Tyrell'],,,,,,,,,,,female,,1.0,1.0,,1.0
137,Olly,/character/ch0508055/,Brenock O'Connor,/name/nm5282143/,,,,,['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BOWFiYTRlMzMtMmQzZC00Y2UxLTgzMzAtZGEzOTlkMGRiODBkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFiYTRlMzMtMmQzZC00Y2UxLTgzMzAtZGEzOTlkMGRiODBkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,"['Ygritte', 'Jon Snow']",,,,,,,,,,,,,male,,,,,2.0
138,Orell,/character/ch0316922/,Mackenzie Crook,/name/nm0188871/,,,,,['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ1NDAzODQtNzAzMy00MDRhLTkwMWItZTNmMWJmN2I5MTlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ1NDAzODQtNzAzMy00MDRhLTkwMWItZTNmMWJmN2I5MTlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
139,Osha,/character/ch0295802/,Natalia Tena,/name/nm1164730/,,,,,['Ramsay Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjY0ODY2OV5BMl5BanBnXkFtZTcwMzU5ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjY0ODY2OV5BMl5BanBnXkFtZTcwMzU5ODg4OQ@@._V1_.jpg,,"['Drennan', 'Maester Luwin']",,,,,,,,,,,,,female,,,,,2.0
140,Othell Yarwyck,/character/ch0305003/,Brian Fortune,/name/nm1987270/,,,,,['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BNDgzYzhkZWYtYTA3OS00ZTk5LTgwYTUtNThiMDFmNjBmZmIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDgzYzhkZWYtYTA3OS00ZTk5LTgwYTUtNThiMDFmNjBmZmIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Jon Snow'],,,,,,,,,,,,,male,,,,,1.0
141,Othor,,,,,,,,"['White Walker', 'Jon Snow']",,,,,,,,,,,,,,,,,male,,,,,
142,Petyr Baelish,/character/ch0245982/,Aidan Gillen,/name/nm0318821/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjE3OTc3M15BMl5BanBnXkFtZTcwODgzODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjE3OTc3M15BMl5BanBnXkFtZTcwODgzODg4OQ@@._V1_.jpg,Littlefinger,"['Joffrey Baratheon', 'Dontos Hollard', 'Lysa Arryn']",,,['Lysa Arryn'],,,,,,,,,,male,,,,,3.0
143,Podrick Payne,/character/ch0306046/,Daniel Portman,/name/nm4535552/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU5NjczOTQyNl5BMl5BanBnXkFtZTcwMzMwNTk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU5NjczOTQyNl5BMl5BanBnXkFtZTcwMzMwNTk4OQ@@._V1_.jpg,,"['Mandon Moore', 'Bolton Soldier']",,,,"['Tyrion Lannister', 'Brienne of Tarth', 'Bran Stark']",True,,,,,,,,male,,,,,2.0
